id,question
91,What type of hip replacement prosthesis does Dr. Carsten Lütten use?
91,Can you provide the exact address of Dr. Lütten's practice in Hamburg?
91,Does Dr. Lütten have any reported positive outcomes from patients?
91,What is the contact phone number for Dr. Lütten's office?
91,Is there a webpage where I can find more information about Dr. Lütten's services?
92,What is Dr. Andreas Machner's specialty in orthopedic surgery?
92,"Where is Dr. Machner's practice located in Magdeburg, Germany?"
92,What type of hip replacement prosthesis does Dr. Machner use?
92,What contact information is available for reaching Dr. Andreas Machner?
92,Are there any patient-reported complications associated with Dr. Machner's surgeries?
93,How many hip replacement surgeries has Dr. Christoph Meister performed?
93,What type of hip prosthesis does Dr. Meister use for his procedures?
93,Can you provide details about the operational technique Dr. Meister employs?
93,Is Dr. Meister experienced in treating foreign patients at his clinic?
93,What is the contact information for scheduling an appointment with Dr. Meister?
94,What type of hip prosthesis does Dr. Michael Menge use for hip replacements?
94,Can you provide the address of St. Marienkrankenhaus where Dr. Menge practices?
94,Are there any reported patient complications associated with Dr. Menge's surgeries?
94,What city and country is Dr. Michael Menge located in?
94,Is there a way to contact Dr. Menge via email or phone?
95,What type of hip replacement prosthesis does Dr. Dieter Menslage use for surgery?
95,In which city and country is Dr. Dieter Menslage's practice located?
95,Does Dr. Dieter Menslage report any patient-reported positive outcomes after hip surgery?
95,What is the contact phone number for Dr. Dieter Menslage's orthopedic practice?
95,Is there a website where I can find more information about Dr. Dieter Menslage?
96,What is Dr. Olaf Meyer's specialty in orthopedic surgery?
96,Where is Dr. Olaf Meyer's practice located in Berlin?
96,What type of hip replacement prosthesis does Dr. Meyer use?
96,How can I contact Dr. Olaf Meyer for an appointment?
96,Are there any reported complications from patients treated by Dr. Meyer?
97,What type of hip prosthesis does Dr. Hans-Jürgen Morick specialize in?
97,Can you provide the contact details for Dr. Hans-Jürgen Morick's clinic?
97,Has Dr. Morick reported any positive patient outcomes from his surgeries?
97,Is there a specific operational technique that Dr. Morick uses for hip surgeries?
97,What is the location of Dr. Morick's practice in Germany?
98,What type of hip replacement prosthesis does Dr. Wolfgang Müller use for surgeries?
98,"Where is Dr. Wolfgang Müller located, and what is the address of his practice?"
98,"Can I contact Dr. Wolfgang Müller directly, and what is his email address?"
98,What city and country is Dr. Wolfgang Müller based in?
98,What was the reported outcome from patients who underwent surgery with Dr. Wolfgang Müller?
99,What type of hip prosthesis does Dr. Rüdiger Neitzel use for surgeries?
99,Can you tell me the location of Dr. Rüdiger Neitzel's practice?
99,What city is Dr. Rüdiger Neitzel located in?
99,Does Dr. Rüdiger Neitzel report any patient complications?
99,What is the contact phone number for Dr. Rüdiger Neitzel's office?
100,"What is the address of Dr. Michael Nerlich's practice in Regensburg, Germany?"
100,How can I contact Dr. Michael Nerlich by phone?
100,What department does Dr. Michael Nerlich work in at the Klinikum in Regensburg?
100,What is Dr. Michael Nerlich's email address for inquiries?
100,Do you have any information on patient-reported outcomes for Dr. Michael Nerlich's surgeries?
101,What type of hip replacement prosthesis does Dr. Maysar Rahmanzadeh use?
101,Where is Dr. Maysar Rahmanzadeh's practice located in Berlin?
101,What is the contact phone number for the Klinik für Endoprothetik und Fusschirurgie?
101,Are there any reported positive outcomes from patients who have been treated by Dr. Rahmanzadeh?
101,Does the Gelenkzentrum Berlin provide reports after surgery?
102,What type of hip replacement prosthesis does Dr. Joachim Reichert use?
102,Does Dr. Joachim Reichert report any patient complications after surgery?
102,Where is Dr. Joachim Reichert's practice located in Germany?
102,Can you provide information about Dr. Joachim Reichert's patient-reported outcomes?
102,What is the website for Dr. Joachim Reichert's orthopedic practice?
103,What type of hip prosthesis does Dr. Patrik Reize use for his surgeries?
103,Can you provide the address of Dr. Patrik Reize's hospital in Stuttgart?
103,Is there any information on the number of procedures Dr. Patrik Reize has performed?
103,What is Dr. Patrik Reize's approach to assessing x-rays after hip surgeries?
103,How can I contact Dr. Patrik Reize for a consultation regarding hip surgery?
104,What type of hip replacement prosthesis does Dr. Roesgen use?
104,Can you provide the address of Dr. Roesgen's practice?
104,Is there any data on patient-reported outcomes from Dr. Roesgen's surgeries?
104,What city is Dr. Roesgen located in?
104,What is the contact phone number for Dr. Roesgen's office?
105,What type of hip resurfacing prosthesis does Dr. Franz Rossmeissl use?
105,In which city and country does Dr. Rossmeissl practice as an orthopedic surgeon?
105,How can I contact Dr. Rossmeissl if I have further questions about my hip surgery?
105,Does Dr. Rossmeissl have any reported positive outcomes from previous patients?
105,What is the complete address for Dr. Rossmeissl's practice?
106,What type of hip prosthesis does Dr. A. Rümelin use for surgeries?
106,Can you provide the contact information for Dr. A. Rümelin's practice in Frankfurt?
106,What are the reported outcomes from patients who have undergone surgery with Dr. A. Rümelin?
106,Is Dr. A. Rümelin's clinic equipped to handle foreign patients?
106,"Where is Dr. A. Rümelin's clinic located, including the postal code?"
107,What is Dr. Cyrus Sarem's operational technique for hip surgeries?
107,What type of hip replacement prosthesis does Dr. Sarem use?
107,How many hip replacements has Dr. Sarem performed?
107,Is Dr. Cyrus Sarem available to treat foreign patients?
107,Where is Dr. Cyrus Sarem's practice located in Berlin?
108,What types of prosthesis does Dr. Schietsch use for hip replacements?
108,Is there any information available regarding the patient-reported outcomes after surgeries by Dr. Schietsch?
108,Where is Dr. Schietsch's practice located?
108,"Can I contact Dr. Schietsch's office for inquiries, and if so, what is the contact address?"
108,What is the name of the hospital where Dr. Schietsch performs surgeries?
109,What type of hip replacement prosthesis does Dr. Joachim Schmidt use for hip resurfacing?
109,"Where is Dr. Joachim Schmidt's clinic located in Köln, Germany?"
109,Can you provide the contact phone number for Dr. Joachim Schmidt's office?
109,Is there any information regarding patient-reported outcomes after surgery with Dr. Joachim Schmidt?
109,Does Dr. Joachim Schmidt have a dedicated email address for patient inquiries?
110,What type of prosthesis does Dr. Jörg Scholz use for hip replacements?
110,Is there information available on the patient-reported outcomes for surgeries performed by Dr. Jörg Scholz?
110,Where is Dr. Jörg Scholz's clinic located in Berlin?
110,What is the contact phone number for scheduling an appointment with Dr. Jörg Scholz?
110,Does Dr. Jörg Scholz accept foreign patients for hip surgery?
111,What is Dr. Jochem Schunck's surgical experience with hip replacement surgeries?
111,Can you tell me the address of Dr. Jochem Schunck's practice in Köln?
111,What city and country is Dr. Jochem Schunck located in?
111,What is the phone number to reach Dr. Jochem Schunck's office?
111,Does Dr. Jochem Schunck report any positive patient outcomes from his surgeries?
112,What is the type of hip resurfacing prosthesis that Dr. Matthias Schürmann uses in his procedures?
112,"Can you provide the contact number for Dr. Matthias Schürmann's office in Hof, Germany?"
112,What is the average location of the hip resurfacing performed by Dr. Schürmann?
112,Is there any information on patient-reported outcomes after surgery with Dr. Matthias Schürmann?
112,Does Dr. Matthias Schürmann accept foreign patients for hip surgeries?
113,What is Dr. Dirk Seifert's operational technique for hip surgeries?
113,Can you provide details about the type of hip replacement prosthesis Dr. Seifert uses?
113,What has been the rate of patient-reported positive outcomes for Dr. Seifert's surgeries?
113,Where is Dr. Dirk Seifert's practice located?
113,What is the contact number for Dr. Seifert's office at Robert-Koch-Krankenhaus in Apolda?
114,What specific experience does Dr. Thomas Siebel have with ASR hip prostheses?
114,Has Dr. Siebel reported any recent complications in his surgeries?
114,Can you provide details about the operational techniques used by Dr. Siebel?
114,What are the patient-reported outcomes for those treated by Dr. Siebel?
114,Is Dr. Siebel available for consultations with foreign patients?
115,What type of hip replacement prosthesis does Dr. Ulrich Simon use for surgery?
115,Can you provide the address of Dr. Ulrich Simon's practice in Münster?
115,Is he known for any patient-reported positive outcomes following surgery?
115,What is Dr. Ulrich Simon's email address for further inquiries?
115,What is the phone number to contact Dr. Ulrich Simon's office?
116,What type of hip prosthesis does Dr. Sprenger use for hip replacement surgeries?
116,"Can you provide the address of Dr. Sprenger's clinic in Bad Mergentheim, Germany?"
116,What has been the patient-reported outcome regarding surgeries performed by Dr. Sprenger?
